codiUp;superficieRealSol;estatUrbanisticDescription;comercialitzacio;dretPropietat;codiMunicipi;nomMunicipi;descripcioActuacio;COD_CLAS;X;Y;"Total valor cadastral
"
4951;3895,6;Sòl edificat;FALSO;VERDADERO;17114;OLOT;Sant Cristòfol;SNU;458173,8433;4670018,026;3895,6
23083;4186;Sòl inactiu;FALSO;VERDADERO;8009;ARGENTONA;el Cros (UAV-2);SNU;451481,3354;4598053,358;4186
26684;8;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303738,4576;4549153,605;8
22884;2890,37;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418063,3362;4572503,662;2890,37
25584;712;Sòl edificat;FALSO;VERDADERO;8278;TARADELL;Sector de la Coma del Reig;SUC;440519,4215;4635848,491;712
25542;344;Sòl edificat;FALSO;VERDADERO;8127;MONISTROL DE MONTSERRAT;el carrer Julià Fuch;SUC;403640,3778;4607433,897;344
2780;391,16;;FALSO;VERDADERO;8019;BARCELONA;Illa Metalco;;;;391,16
20593;26110,37;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359804,902;4572821,807;26110,37
25574;3420;Sòl edificat;FALSO;VERDADERO;8094;GRANADA,LA;Sector la Torre;SUC;392841,9472;4581184,376;3420
25360;1395;Sòl edificat;FALSO;VERDADERO;17117;PALAFRUGELL;la Punxa;;;;1395
26814;5853,07;Sòl inactiu;FALSO;VERDADERO;25019;ALMACELLES;Parc Ind. Suport Aeroportuari Pla Almacelles;SNU;288359,8953;4621979,069;5853,07
23160;3877,03;Sòl inactiu;FALSO;VERDADERO;25121;LES;la Guà;SNU;312870,9151;4742515,142;3877,03
22256;9318,75;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;CIM del Camp Est (PPU-54);SNU;348617,8875;4554313,023;9318,75
25671;5934;Sòl edificat;FALSO;VERDADERO;25120;LLEIDA;Sta.M.Gardeny;;;;5934
22787;873,52;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25011;ALCARRÀS;lo Tossalet Roig;SUC;292318,8314;4605377,614;873,52
7955;1206,93;Sòl net totalment urbanitzat;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SUD;298462,7013;4514160,644;1206,93
25627;679;Sòl edificat;FALSO;VERDADERO;17023;BLANES;Galls Dindis;;;;679
27739;1864;Sòl inactiu;FALSO;FALSO;17177;SANT PAU DE SEGÚRIES;PMU -01 Can Llaudet Plaça de l'Era;;;;1864
214;12561;Sòl inactiu;FALSO;VERDADERO;43103;PERAFORT;el Camp Gran;SNU;353194,5501;4560071,629;12561
27047;4;Sòl inactiu;FALSO;VERDADERO;8302;VILANOVA DEL CAMÍ;Riera de Castellolí;;388616,135;4603494,437;4
26894;8781,2;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;342691,4389;4585421,14;8781,2
26587;52311,43;Sòl inactiu;FALSO;VERDADERO;43093;MÓRA D'EBRE;la Verdaguera III;SNU;302135,0768;4550343,226;52311,43
24504;14568,85;Sòl inactiu;FALSO;VERDADERO;17047;CASTELLÓ D'EMPÚRIES;Torre Mornau;SNU;508237,7759;4681404,231;14568,85
27901;1975,22;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;426861,1261;4594131,952;1975,22
25616;2474;Sòl edificat;FALSO;VERDADERO;17147;RIPOLL;Ripoll;;;;2474
24712;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;276437,3385;4500351,251;25
12054;2809,39;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;345001,1154;4614556,878;2809,39
13731;2527,8;Sòl net pendent execució obra;FALSO;VERDADERO;17093;LLERS;Poble nou Nord;SND;492804,7112;4682306,364;2527,8
9817;907,36;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268612,5845;4532202,451;907,36
27089;907,95;Sòl inactiu;FALSO;VERDADERO;43005;ALCOVER;els Trossos;SNU;346945,4782;4569770,008;907,95
25456;1760,46;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;P-Can Clos;;;;1760,46
25486;1541;Sòl edificat;FALSO;VERDADERO;8101;HOSPITALET DE LLOBREGAT,L';Gornal;SUC;426440,4751;4579088,958;1541
27122;50286,91;Sòl edificat;FALSO;VERDADERO;8076;ESPARREGUERA;Colònia Sedó;SNU;406025,0603;4600607,806;50286,91
4447;229;;FALSO;VERDADERO;8233;SANT PERE DE TORELLÓ;S.P.de Torelló;;;;229
27033;12406,32;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Can Veciana;SNU;354465,8006;4572654,057;12406,32
23947;1600,14;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8210;SANT FELIU DE CODINES;el Pla de la Costa;SUC;430501,1873;4616731,611;1600,14
23771;300;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17079;GIRONA;Parcel·les a Font de la Pólvora;;486869,0254;4646894,205;300
25945;341;Sòl edificat;FALSO;VERDADERO;17167;SANT JOAN DE LES ABADESSES;Carrer  Manigosta núm. 4;SUC;441386,3965;4676116,881;341
25608;661;Sòl edificat;FALSO;VERDADERO;25058;BORGES BLANQUES,LES;C/Carles Puente;;;;661
19;15801,6;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;els Joncs (el Rourell);SNU;416812,3111;4571891,983;15801,6
11886;40718,87;Sòl inactiu;FALSO;VERDADERO;43056;FATARELLA,LA;Pol. Industrial Comarcal (les Camposines);SNU;291958,5547;4553225,149;40718,87
27653;394;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;el Carmel 3;;;;394
11616;18980,16;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;359813,4687;4573408,607;18980,16
27338;1116,99;Sòl inactiu;FALSO;VERDADERO;8244;SANTA COLOMA DE CERVELLÓ;Colònia Güell;SNU;418779,1936;4579445,031;1116,99
154;21535,35;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Ruanes;SNU;354315,1739;4571755,698;21535,35
20734;13876;Sòl net totalment urbanitzat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Ronda Sud - Aeroport;;423352,7706;4574494,304;13876
23345;42180;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;350792,1996;4554799,77;42180
1162;16259,5;Sòl inactiu;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;les Bassetes;SNU;391977,1284;4578889,015;16259,5
25848;920;Sòl edificat;FALSO;VERDADERO;43060;FLIX;Pla de la Ventonella;SUC;293771,6806;4566541,856;920
25828;1344;Sòl edificat;FALSO;VERDADERO;17066;FIGUERES;Sector Fages Climent, 1a. Fase;SUC;496568,0745;4678681,835;1344
30;32553,6;Sòl net totalment urbanitzat;FALSO;VERDADERO;43060;FLIX;la Ventonella;SUC;293874,9806;4566514,769;32553,6
28406;4137;;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360650,0989;4572917,16;4137
27766;2850;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;el Prat;;;;2850
25078;15225,87;Sòl edificat;FALSO;VERDADERO;8302;VILANOVA DEL CAMÍ;Naus industrials a Riera de Castellolí;SUC;387670,7903;4603047,872;15225,87
27227;502892,28;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;359747,0072;4573695,81;502892,28
25911;256;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Trinitat Nova;SUC;432068,276;4589151,422;256
3448;4208;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415506,5366;4570119,442;4208
24998;1062,76;Sòl edificat;FALSO;VERDADERO;8180;RIPOLLET;Naus industrials al Martinet;SUC;430683,1803;4593722,129;1062,76
27206;13485,19;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360954,7798;4574660,75;13485,19
23948;1742,82;Sòl net totalment urbanitzat;FALSO;VERDADERO;8113;MANRESA;UA 27 els Dolors;;403757,5642;4621517,654;1742,82
17992;6782,43;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;328689,5178;4667756,695;6782,43
13104;72636,52;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;347576,6041;4614023,886;72636,52
19005;3342,12;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;315898,0173;4612235,98;3342,12
10598;18690,3;Sòl inactiu;FALSO;VERDADERO;43056;FATARELLA,LA;Pol. Industrial Comarcal (les Camposines);SNU;292666,3718;4554075,03;18690,3
4929;86;Sòl net totalment urbanitzat;FALSO;VERDADERO;8113;MANRESA;el Joc de la Pilota;;402486,5926;4619865,86;86
6032;2011,48;Sòl net totalment urbanitzat;FALSO;VERDADERO;8226;SANT MARTÍ DE TOUS;la carretera d'Igualada;SUC;377057,5674;4602871,625;2011,48
26721;4;Sòl inactiu;FALSO;VERDADERO;25040;BALAGUER;Campllong III;;317854,3453;4627649,535;4
11843;5588,6;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;SNU;285746,0634;4547429,591;5588,6
27279;4;Sòl inactiu;FALSO;VERDADERO;8165;POBLA DE CLARAMUNT,LA;Can Parera;;388994,3522;4603778,254;4
26767;833,69;Sòl inactiu;FALSO;VERDADERO;8112;MANLLEU;Camporat  - Sant Jaume de Vilamontà;SNU;440660,8749;4652275,6;833,69
4049;2741;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415635,9964;4570349,225;2741
22946;10806,9;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415716,7524;4570463,958;10806,9
22929;742,79;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293713,7278;4566385,45;742,79
2253;3135,17;Sòl inactiu;FALSO;VERDADERO;25203;SEU D'URGELL,LA;la Seu Industrial;SNU;371393,7345;4689850,855;3135,17
9728;38104,98;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298288,9831;4516309,011;38104,98
1151;5374,63;Sòl inactiu;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;les Bassetes;SNU;391963,0341;4579158,913;5374,63
27082;24359,43;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;els Plans de la Sala;SNU;408968,109;4625988,366;24359,43
6878;13295,69;Sòl inactiu;FALSO;VERDADERO;8285;TORELLÓ;Mas les Vinyes;SNU;440123,7712;4655404,015;13295,69
26858;2911,05;Sòl inactiu;FALSO;VERDADERO;17002;AIGUAVIVA;Nou sector industrial (entorn aeroport);SNU;481568,7881;4639136,655;2911,05
22222;20331,76;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;298557,9415;4514890,832;20331,76
23795;450;Sòl inactiu;FALSO;VERDADERO;8245;SANTA COLOMA DE GRAMENET;Valentí Escalas-Listz;SNU;434741,4983;4588788,137;450
27198;7070,07;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360276,3906;4574143,529;7070,07
25291;762;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Governador;SUC;431051,3343;4588396,598;762
11852;8449,82;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360244,0699;4574039,873;8449,82
25891;1564,1;Sòl edificat;FALSO;VERDADERO;8123;MOLINS DE REI;Pla parcial Riera Nova-C.Ramon Llull;SUC;417927,2997;4585417,699;1564,1
27409;882,86;Sòl inactiu;FALSO;VERDADERO;43009;ALFORJA;Mas d'en Blai (Castillejos);SNU;331725,8371;4566885,805;882,86
188;8416,25;Sòl inactiu;FALSO;VERDADERO;43138;SANTA BÀRBARA;Carretera de Mas de Barberans;SNU;287724,4625;4510061,365;8416,25
22182;368,83;Sòl net pendent execució obra;VERDADERO;VERDADERO;17093;LLERS;Poble nou Nord;SND;492820,3048;4682455,278;368,83
254;127,62;Sòl net totalment urbanitzat;FALSO;VERDADERO;25120;LLEIDA;Carretera de Corbins (UA 36bis);;302665,6589;4610835,868;127,62
27093;4,21;Sòl inactiu;FALSO;VERDADERO;8300;VILADECAVALLS;Can Mitjans;;413278,7523;4601222,404;4,21
22713;2058,86;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17062;ESCALA,L';Closa del Llop;SUD;510302,0542;4662947,295;2058,86
23429;16;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;321875,9463;4538795,56;16
23070;770,29;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418499,0634;4573075,665;770,29
26649;9687,61;Sòl inactiu;FALSO;VERDADERO;17066;FIGUERES;Bosc del Rei;SNU;494769,7552;4680835,018;9687,61
25403;1549,26;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423465,1371;4574097,155;1549,26
26823;42914,37;Sòl inactiu;FALSO;VERDADERO;43032;BOT;la Sénia de Panadella;SNU;279467,048;4543274,795;42914,37
25668;4267;Sòl edificat;FALSO;VERDADERO;8192;SANTPEDOR;Santpedor;SUC;403219,5885;4626374,16;4267
18995;21238,2;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;315160,2081;4612490,463;21238,2
25475;612;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Par St.Oleguer;SUC;430698,7191;4580962,684;612
25753;405;Sòl edificat;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;Vilafranca;SUC;391668,1812;4578927,021;405
162;3641,22;Sòl inactiu;FALSO;FALSO;43901;DELTEBRE;el passeig Fluvial;SNU;307211,8667;4509574,785;3641,22
26875;2854,62;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Balàfia Nord (SUR 19);SNU;301898,4976;4611932,643;2854,62
27334;53417,29;Sòl inactiu;FALSO;VERDADERO;8244;SANTA COLOMA DE CERVELLÓ;Colònia Güell;SNU;418496,8062;4579830,638;53417,29
25915;6032;Sòl edificat;FALSO;VERDADERO;8196;SANT ANDREU DE LA BARCA;Compra d'habitatge per tanteig i retracte;;;;6032
23174;5702,52;Sòl inactiu;FALSO;VERDADERO;43014;AMPOSTA;les Tosses;SNU;294128,1108;4509211,646;5702,52
27301;2796;Sòl inactiu;FALSO;FALSO;8194;SANT ADRIÀ DE BESÒS;Campus Diagona Besòs;;;;2796
5766;1240,77;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;297749,5783;4514788,186;1240,77
26643;1153,02;Sòl inactiu;FALSO;VERDADERO;8056;CASTELLDEFELS;Campus Universitari;SNU;414845,8292;4569897,016;1153,02
8587;24676,31;Sòl inactiu;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;el Prat (la Millera);SNU;389779,4264;4562602,431;24676,31
22157;3584;Sòl inactiu;FALSO;VERDADERO;43055;FALSET;Camí de Sant Gregori;SNU;317491,876;4556743,664;3584
25430;2981;Sòl edificat;FALSO;VERDADERO;8121;MATARÓ;Mataró;SUC;452863,4776;4597991,209;2981
27247;589,46;Sòl inactiu;FALSO;VERDADERO;8252;BARBERÀ DEL VALLÈS;Can Llobet;;426865,3409;4596696,078;589,46
27391;52018,96;Sòl inactiu;FALSO;VERDADERO;43015;ARBOLÍ;Mas d'en Blai (Castillejos);SNU;331624,1124;4568466,68;52018,96
25838;4190;Sòl edificat;FALSO;VERDADERO;8121;MATARÓ;Pla de Boet;SUC;452797,7354;4597976,55;4190
27435;730,95;Sòl inactiu;FALSO;VERDADERO;8135;MONTMELÓ;Turó de la Bandera;SNU;437050,7835;4600816,861;730,95
26610;2839,81;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361143,07;4573725,101;2839,81
23963;1224,68;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;SUC;324336,4505;4541380,319;1224,68
23347;8040;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;350990,3404;4554691,146;8040
24689;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275348,61;4501539,845;25
23425;16;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;322518,9524;4539465,556;16
23935;75;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408467,1382;4630173,883;75
10886;74917,25;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360491,2931;4573905,088;74917,25
23952;4226,28;Sòl net pendent execució obra;VERDADERO;VERDADERO;43148;TARRAGONA;SUD Autovia de Reus (PPU-10);SUD;349222,2183;4554183,538;4226,28
27205;16014,42;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360740,5674;4574641,403;16014,42
27307;2125,36;Sòl inactiu;FALSO;VERDADERO;43144;SECUITA,LA;Estació TGV;SNU;354245,2917;4561600,63;2125,36
22184;492;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25234;TREMP;Barranc del Juncar;SUC;326012,0233;4669934,97;492
27502;58,29;Sòl net totalment urbanitzat;FALSO;VERDADERO;8096;GRANOLLERS;les Tres Torres III;;440808,0694;4605186,003;58,29
27171;3839,02;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359598,2738;4572875,507;3839,02
19006;4517,84;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;315957,7749;4612209,098;4517,84
9811;480;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268539,8219;4532288,796;480
27930;4591,16;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;427002,582;4593685,798;4591,16
27031;56450,35;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Can Veciana;SNU;354753,3143;4573134,386;56450,35
5807;1053,12;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274812,6216;4502280,351;1053,12
27328;1196,28;Sòl inactiu;FALSO;VERDADERO;8205;SANT CUGAT DEL VALLÈS;Can Graells;SNU;422258,6596;4593693,201;1196,28
5792;156;;FALSO;VERDADERO;25207;SOLSONA;La Farinera;;;;156
17820;809,25;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8109;LLUÇÀ;UA1 (Nucli Santa Eulàlia de Puig-Oriol);SUC;423387,093;4657624,775;809,25
25918;1516;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Compra d'habitatge per tanteig i retracte;;;;1516
25913;20938;Sòl edificat;FALSO;VERDADERO;8187;SABADELL;Compra d'habitatge per tanteig i retracte;;;;20938
22721;34919,81;Sòl inactiu;FALSO;VERDADERO;17066;FIGUERES;Bosc del Rei;SNU;494915,9563;4680445,087;34919,81
23983;2470;Sòl net pendent execució obra;VERDADERO;VERDADERO;8113;MANRESA;Serrat del Guix (Parc Tecnològic del Bages - PTB);;404302,6696;4621829,834;2470
26841;133096,31;Sòl inactiu;FALSO;VERDADERO;8001;ABRERA;el Morral;SNU;408335,0585;4597607,002;133096,31
22910;316,43;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293725,8388;4566432,448;316,43
25540;780;Sòl edificat;FALSO;VERDADERO;8298;VIC;Sector Sant Llàtzer;;;;780
22936;845,87;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293915,6327;4566337,081;845,87
12374;1650;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;43032;BOT;les Forques;SNC;279977,7994;4543390,227;1650
24720;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275360,5522;4501512,801;25
24014;717;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408384,6592;4630164,94;717
23987;1200;Sòl net pendent execució obra;VERDADERO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Eixample Sud;SUD;425212,3319;4574825,654;1200
25313;675;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;P-Sector Carmel;SUC;429742,0963;4585307,114;675
20;2289,85;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;els Joncs (el Rourell);SNU;416773,9771;4571691,957;2289,85
27018;2237,19;Sòl inactiu;FALSO;VERDADERO;43901;DELTEBRE;el passeig Fluvial;SNU;307281,8434;4509551,355;2237,19
27181;18945,24;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360665,9432;4574749,679;18945,24
28742;780,38;Sòl edificat;FALSO;VERDADERO;25137;MOLLERUSSA;el C/de Florida;;;;780,38
25579;736,48;Sòl edificat;FALSO;VERDADERO;8161;PIERA;el carrer de la Plaça;;;;736,48
27333;32734,04;Sòl inactiu;FALSO;VERDADERO;8205;SANT CUGAT DEL VALLÈS;Can Graells;SNU;421646,2804;4594469,233;32734,04
24760;10427;Sòl edificat;FALSO;VERDADERO;25011;ALCARRÀS;EQUIPAMENTS PÚBLICS - 1;SUC;293030,0027;4604106,92;10427
20594;7652,47;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359846,9959;4572971,436;7652,47
25674;2145;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;P-Barceloneta;;;;2145
23786;142;Sòl inactiu;FALSO;VERDADERO;25030;PONT DE BAR,EL;Poble;SNU;386252,9144;4692007,216;142
11859;153,72;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;Sector 10;SUD;303112,8102;4552608,903;153,72
25580;668;Sòl edificat;FALSO;VERDADERO;8180;RIPOLLET;Can Vargas;SUC;429914,1891;4594969,408;668
14611;20111,42;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;299507,424;4515291,255;20111,42
27140;49382,78;Sòl inactiu;FALSO;VERDADERO;8125;MONTCADA I REIXAC;el Masrampinyo;SNU;430933,8812;4594166,82;49382,78
25416;1436;Sòl edificat;FALSO;VERDADERO;25120;LLEIDA;el Recorrido;;;;1436
22904;377,45;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293700,9597;4566500,903;377,45
26708;7993,36;Sòl inactiu;FALSO;VERDADERO;25078;CORBINS;Pla del Coll del Rei;SNU;306351,2938;4617211,739;7993,36
27378;45189,8;Sòl inactiu;FALSO;VERDADERO;43057;FEBRÓ,LA;Mas d'en Blai (Castillejos);SNU;330912,2536;4569647,723;45189,8
24025;2325;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408501,5141;4629933,002;2325
27935;5296,22;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;425499,7641;4593630,619;5296,22
22806;305,54;Sòl inactiu;FALSO;VERDADERO;43047;CONSTANTÍ;les Argiles;;351428,5173;4557455,295;305,54
9763;450;Sòl inactiu;FALSO;VERDADERO;17160;SANT FELIU DE GUÍXOLS;la Cala Sants;;502970,6018;4625516,943;450
283;11729;Sòl inactiu;FALSO;VERDADERO;17024;BOLVIR;Reserva de sòl;SNU;408931,6373;4696986,798;11729
12044;3874,15;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344981,1019;4614738,601;3874,15
27352;261,2;Sòl net totalment urbanitzat;FALSO;VERDADERO;17062;ESCALA,L';Closa del Llop;SUD;510304,3677;4662839,459;261,2
17973;5000;Sòl inactiu;FALSO;VERDADERO;17152;ROSES;Polígon Industrial de Roses;SNU;512709,0405;4681439,458;5000
27244;386,42;Sòl inactiu;FALSO;VERDADERO;8031;CALAF;les Garrigues;SUC;377465,5071;4621219,872;386,42
26630;45462,9;Sòl inactiu;FALSO;FALSO;8298;VIC;el Graell;;;;45462,9
12058;2613,96;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344975,3145;4614370,471;2613,96
17900;7844,22;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8302;VILANOVA DEL CAMÍ;Riera de Castellolí;SUD;388072,0273;4602683,178;7844,22
25583;497;Sòl edificat;FALSO;VERDADERO;8200;SANT BOI DE LLOBREGAT;Sector Torre la Vila;SUC;419254,2814;4576155,802;497
27150;246,02;Sòl inactiu;FALSO;VERDADERO;8114;MARTORELL;la Vila;SNU;408851,5847;4592858,434;246,02
27219;4796,12;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361657,8844;4573838,258;4796,12
156;5525,07;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Ruanes;SNU;353923,446;4571581,782;5525,07
4638;80,97;Sòl net totalment urbanitzat;FALSO;VERDADERO;43064;GANDESA;Carrer Castillejos;;284778,121;4547641,814;80,97
22266;295669,35;Sòl inactiu;FALSO;VERDADERO;8244;SANTA COLOMA DE CERVELLÓ;Colònia Güell;SNU;418320,7875;4579290,943;295669,35
24344;11291,19;Sòl net totalment urbanitzat;FALSO;VERDADERO;43161;VALLS;el Palau de Reig;;354893,6903;4574988,923;11291,19
25700;2072,46;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423551,1146;4574486,146;2072,46
26897;6220,43;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;342580,0893;4585027,972;6220,43
4391;138;;FALSO;VERDADERO;8022;BERGA;Berga;;;;138
26837;233,57;Sòl inactiu;FALSO;VERDADERO;8001;ABRERA;el Morral;SNU;408786,9668;4597782,077;233,57
27552;107271,55;Sòl inactiu;FALSO;VERDADERO;8113;MANRESA;Bufalvent;SUC;403447,5562;4618732,463;107271,55
25800;1564;Sòl edificat;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;Sant Jordi;SUC;393498,4219;4565100,551;1564
23760;2247,38;Sòl net pendent execució obra;VERDADERO;VERDADERO;8114;MARTORELL;Can Ros;SUC;409964,0533;4592811,683;2247,38
27428;9;Sòl inactiu;FALSO;VERDADERO;25016;ALGUAIRE;Pinyana;;298888,6451;4622813,039;9
4213;720;Sòl inactiu;FALSO;VERDADERO;8236;SANT QUINTÍ DE MEDIONA;els Vinyets;;389627,2807;4590885,709;720
